onset	duration	trial_type
420.669	4.453	cat_loom0_0046_01
0.175	3.781	cat_loom1_0018_01
391.22	9.7	cat_loom1_0019_01
320.42	5.71	cat_loom1_0041_01
171.778	7.595	dog_loom0_0028_02
32.196	9.122	dog_loom0_0028_07
334.159	4.844	dog_loom1_0001_04
75.97	3.091	dog_loom1_0001_07
360.138	7.049	food_loom0_0051_01
244.342	7.508	food_loom0_0054_01
141.112	7.212	food_loom0_0055_01
436.127	6.26	food_loom0_0056_01
230.117	7.201	food_loom0_0057_01
16.962	9.226	food_loom0_0058_01
48.341	7.011	food_loom0_0060_01
374.197	6.991	food_loom0_0068_01
450.398	22.476	frog_loom0_0030_01
209.537	10.574	frog_loom0_0033_01
297.895	16.502	frog_loom1_0003_01
85.065	7.943	frog_loom1_0005_01
63.362	6.593	frog_loom1_0027_01
262.877	10.563	spider_loom0_0036_01
189.379	12.153	spider_loom1_0009_01
121.287	11.825	spider_loom1_0010_01
162.361	2.395	spider_loom1_0014_02
282.458	2.425	spider_loom1_0014_04
407.933	2.682	spider_loom1_0014_05
346.022	4.109	spider_loom1_0014_08
99.021	16.259	spider_loom1_0016_01
