onset	duration	trial_type
52.158	6.09	cat_loom0_0044_01
405.631	3.421	cat_loom0_0045_01
329.46	4.044	cat_loom0_0047_01
275.985	4.062	cat_loom1_0020_01
440.896	6.931	cat_loom1_0021_01
32.576	9.569	cat_loom1_0040_01
111.988	4.772	cat_loom1_0042_01
264.435	3.528	cat_loom1_0043_01
430.08	3.776	dog_loom0_0028_03
342.55	4.045	dog_loom0_0028_04
123.788	7.646	dog_loom0_0028_06
163.248	4.509	dog_loom0_0028_08
473.214	4.237	dog_loom1_0001_02
85.777	3.828	dog_loom1_0001_05
240.56	0.84	dog_loom1_0001_09
290.082	5.299	dog_loom1_0001_11
76.346	3.398	dog_loom1_0001_13
301.384	5.241	dog_loom1_0028_01
312.638	7.792	food_loom0_0052_01
248.405	7.014	food_loom0_0062_01
354.599	6.989	food_loom0_0064_01
367.609	7.013	food_loom0_0066_01
417.062	6.999	food_loom0_0067_01
13.363	13.182	frog_loom0_0032_01
203.765	6.91	frog_loom1_0007_01
139.442	6.276	frog_loom1_0026_01
458.829	7.346	frog_loom1_0031_01
174.783	18.971	spider_loom0_0035_01
217.715	16.836	spider_loom1_0008_01
384.626	13.001	spider_loom1_0011_01
98.64	7.333	spider_loom1_0012_01
67.286	2.024	spider_loom1_0014_01
0.181	2.145	spider_loom1_0014_03
154.736	2.501	spider_loom1_0014_06
