filename	acq_time	operator	randstr
anat/sub-0007_T1w.nii.gz	2024-10-10T17:57:01.240000	n/a	dd13d62a
fmap/sub-0007_dir-PA_epi.nii.gz	2024-10-10T18:07:16.495000	n/a	25964bb4
fmap/sub-0007_dir-AP_epi.nii.gz	2024-10-10T18:07:50.575000	n/a	b4909f56
func/sub-0007_task-controlled_run-01_bold.nii.gz	2024-10-10T18:09:48.180000	n/a	076d9828
func/sub-0007_task-controlled_run-02_bold.nii.gz	2024-10-10T18:19:32.962500	n/a	fcedbc0f
func/sub-0007_task-controlled_run-03_bold.nii.gz	2024-10-10T18:28:44.745000	n/a	c72958af
func/sub-0007_task-controlled_run-04_bold.nii.gz	2024-10-10T18:37:56.092500	n/a	ece324f4
func/sub-0007_task-controlled_run-05_bold.nii.gz	2024-10-10T18:47:03.107500	n/a	d1947aa9
func/sub-0007_task-naturalistic_run-01_bold.nii.gz	2024-10-10T18:56:19.660000	n/a	bd3cb41e
func/sub-0007_task-naturalistic_run-02_bold.nii.gz	2024-10-10T19:05:30.110000	n/a	39e37fcc
func/sub-0007_task-naturalistic_run-03_bold.nii.gz	2024-10-10T19:14:25.887500	n/a	5e27f1d9
