filename	acq_time	operator	randstr
anat/sub-0009_T1w.nii.gz	2024-10-20T10:36:43.407500	n/a	bc58a35e
fmap/sub-0009_dir-PA_epi.nii.gz	2024-10-20T10:44:36.752500	n/a	a9baab6b
fmap/sub-0009_dir-AP_epi.nii.gz	2024-10-20T10:45:10.590000	n/a	cef78270
func/sub-0009_task-controlled_run-01_bold.nii.gz	2024-10-20T10:46:44.100000	n/a	197955c4
func/sub-0009_task-controlled_run-02_bold.nii.gz	2024-10-20T10:56:01.027500	n/a	601ef0db
func/sub-0009_task-controlled_run-03_bold.nii.gz	2024-10-20T11:05:19.437500	n/a	b39a0d1f
func/sub-0009_task-controlled_run-04_bold.nii.gz	2024-10-20T11:14:31.282500	n/a	6782531c
func/sub-0009_task-controlled_run-05_bold.nii.gz	2024-10-20T11:23:37.452500	n/a	3f9716b3
func/sub-0009_task-naturalistic_run-01_bold.nii.gz	2024-10-20T11:32:54.787500	n/a	1cbe39e3
func/sub-0009_task-naturalistic_run-02_bold.nii.gz	2024-10-20T11:41:55.585000	n/a	56499414
func/sub-0009_task-naturalistic_run-03_bold.nii.gz	2024-10-20T11:51:02.945000	n/a	dc78b5e8
