filename	acq_time	operator	randstr
anat/sub-0043_T1w.nii.gz	2025-04-04T09:58:07.850000	n/a	948b79ac
fmap/sub-0043_dir-PA_epi.nii.gz	2025-04-04T10:05:43.830000	n/a	0b4cf4e3
fmap/sub-0043_dir-AP_epi.nii.gz	2025-04-04T10:06:17.587500	n/a	98d4c857
func/sub-0043_task-controlled_run-01_bold.nii.gz	2025-04-04T10:16:53.405000	n/a	3d3448eb
func/sub-0043_task-controlled_run-02_bold.nii.gz	2025-04-04T10:26:07.305000	n/a	3da8b09d
func/sub-0043_task-controlled_run-03_bold.nii.gz	2025-04-04T10:35:27.537500	n/a	613984dc
func/sub-0043_task-controlled_run-04_bold.nii.gz	2025-04-04T10:44:52.900000	n/a	ab701d54
func/sub-0043_task-controlled_run-05_bold.nii.gz	2025-04-04T10:54:09.015000	n/a	f406a40e
func/sub-0043_task-naturalistic_run-01_bold.nii.gz	2025-04-04T11:03:22.572500	n/a	f07d4175
func/sub-0043_task-naturalistic_run-02_bold.nii.gz	2025-04-04T11:12:33.355000	n/a	b800fadc
func/sub-0043_task-naturalistic_run-03_bold.nii.gz	2025-04-04T11:21:50.657500	n/a	2d09f8aa
