filename	acq_time	operator	randstr
anat/sub-0045_T1w.nii.gz	2025-04-09T16:31:03.200000	n/a	fee8497b
fmap/sub-0045_dir-PA_epi.nii.gz	2025-04-09T16:39:33.482500	n/a	d607e992
fmap/sub-0045_dir-AP_epi.nii.gz	2025-04-09T16:40:08.582500	n/a	9d671803
func/sub-0045_task-controlled_run-01_bold.nii.gz	2025-04-09T16:41:38.872500	n/a	8823fce9
func/sub-0045_task-controlled_run-02_bold.nii.gz	2025-04-09T16:50:50.672500	n/a	54a4eaab
func/sub-0045_task-controlled_run-03_bold.nii.gz	2025-04-09T17:00:02.442500	n/a	a20ff8db
func/sub-0045_task-controlled_run-04_bold.nii.gz	2025-04-09T17:10:13.527500	n/a	363f7f14
func/sub-0045_task-controlled_run-05_bold.nii.gz	2025-04-09T17:19:50.662500	n/a	e29c5d5d
func/sub-0045_task-naturalistic_run-01_bold.nii.gz	2025-04-09T17:29:05.185000	n/a	f0a43946
func/sub-0045_task-naturalistic_run-02_bold.nii.gz	2025-04-09T17:38:17.010000	n/a	bbe53fc3
func/sub-0045_task-naturalistic_run-03_bold.nii.gz	2025-04-09T17:47:26.127500	n/a	49746cfc
